Gain,Effective_Gain,sigma / mean ratio,error in gain,error in spread,chisquarestat,p value,Drift,Avalanche,Induction
13.07341236909678,0.8620603599901592,0.9999999999999805,0.5469278643636631,0.0635428809610339,0.05166533240488683,99.61692732428385,1000,350,100
13.183746213550497,4.256929853977492,0.999999999999998,0.5647968082221013,0.06162719658547362,0.06543345815808711,103.00950871222618,500,350,750
5.011086027823592,0.7094817066874065,1.0,0.17667769452215226,0.0911209451767469,0.05289756313280278,53.383540622969356,250,300,250
305.726794066346,95.84679788331944,0.794656460588434,3.5074499043229794,0.028255075662794168,0.0024178041327161115,101.87947396543588,100,500,1000
104.50532509762742,28.601867103054804,0.80076512611642,1.4984871066366923,0.034020403133014285,0.010344449680913007,114.26786767719355,100,450,750
5.306362264296389,1.3318832848854578,0.9999999999999996,0.19837612454627523,0.07509596441242211,0.08051185605855816,52.192319730102895,500,300,500
42.78095318860471,15.875149225301005,0.8813385813008541,0.8028836558743051,0.03246613268106563,0.05408068853393294,114.26786767719355,500,400,1000
40.84128574689427,8.855608411574202,0.8814297366085219,1.5503366190787904,0.06957455711896068,0.0643895392000321,93.94533960119225,100,400,500
5.11001298797394,1.7751312846249927,1.0,0.14315499487665256,0.0726179295760203,0.0361970000756652,53.383540622969356,100,300,750
13.677526502731414,4.4428479953783135,0.9999999999999996,0.5494731845812411,0.056405239993917514,0.06064487829191291,96.21667075350383,100,350,750
5.109320897733283,0.7225030350671003,1.0,0.19191895881694576,0.08103086912163798,0.058457748748936694,50.99846016571065,1000,300,250
13.540476636234226,4.408881126462133,0.9999999999999991,0.5308347802661735,0.06048380000185159,0.05747704019341746,96.21667075350383,250,350,750
5.276321770562912,1.325404477678791,0.9999999999999998,0.1962354977581065,0.07164630108922498,0.05650685830243902,47.39988391908093,250,300,500
300.67144873585966,15.042882096630034,0.8014387432420241,3.4846920151164533,0.02858525166119758,0.0020142287354050978,98.48438345934042,250,500,100
